,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricaton,Origin,Fabriction,Fabrocation,Materia,Platform,Volume,Suitable,Includes,Wedge,Sport,Sneaker,Base,Footwear,Ingredients,Formal,Toe,Size,Qty,Care
402,Kyron fantasy -  fashion rebels,PUMA Select,Puma White - Fizzy Yellow - Puma Black,,Textile Upper/Rubber Sole,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071798/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
403,Cadet pro - liquid pink,G-Star RAW,Liquid Pink,,Leather Upper/Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2090238/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
404,Superstar w - ftwr white/copper met./core black,adidas Originals,ftwr white/copper met./core black,,"Leather Upper,Rubber Sole",R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066920/original.jpg,women,"UK 3, UK 3.5, UK 4, UK 5, UK 4.5, UK 6, UK 7, UK 5.5, UK 8, UK 6.5, UK 7.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
405,Bella Valentine's - puma white-puma white,PUMA,puma white-puma white,,"Synthetic, Leather Upper/Rubber Sole",R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071005/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
406,Japan s pf - white,Asics,White,,Synthetic Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2052646/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
407,Cl lthr - ceramic pink/blush metal/ftwr white,Reebok,ceramic pink/blush metal/ftwr white,,Leather Upper/Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066472/original.jpg,women,"UK 7, UK 3, UK 4, UK 5, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
408,Cl lthr - chalk/golden bronze /ftwr white,Reebok,Chalk/ Golden bronze / ftwr white,,"Leather, Textile Upper/Rubber Sole",R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066643/original.jpg,women,"UK 3, UK 4, UK 6, UK 7, UK 5, UK 8, ",,,,,,,,,,,,,,,,,,,,
409,Cl legacy - ceramic pink/aura orange/white,Reebok,Ceramic pink/aura orange/white,Code FZ2906,Ripstop textile upper with nubuck overlays,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2231300/original.jpg,women,"UK 6, UK 3, UK 4, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
410,Superstar bold w - ftwr white/core black/gold met,adidas Originals,Ftwr White/Core,Code fv3336,Leather Upper with Rubber sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075694/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
411,Womens gsm - oyster grey/glacier grey,Onitsuka Tiger,Oyster grey/glacier grey,Code 1182A512-020,,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080259/original.jpg,women,"UK 3, UK 4, UK 6, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
412,Womens gsm - putty/cream,Onitsuka Tiger,Putty/cream,Code 1182A512-200,,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080276/original.jpg,women,"UK 4, UK 5, UK 3, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
413,720 - white,New Balance,White (100),Code wl720mb1,Leather Upper With Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2079605/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
414,574v2 - vivid coral,New Balance,Vivid coral (677),Code wl574wr2,Textile Upper with Rubber Sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2079595/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
415,Mexico 66 - cream/fresh ice,Onitsuka Tiger,Cream/fresh ice,Code 1182A078-107,Leather Upper with Rubber Sole,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080239/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
416,Nike blazer low se - da4934-100 - white/white-black-light bone,Nike,White/white-black-light bone,Code DA4934-100,Synthetic Upper with Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080468/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
417,574v2 - black/pink,New Balance,Black/pink (018),Code wl574wb2,,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2079584/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
418,720 - black/gold,New Balance,Black/gold (091),Code wl720mc1,Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2079625/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
419,Mexico 66 - cream/cozy pink,Onitsuka Tiger,Cream/cozy pink,Code 1182A078-108,,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080247/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
420,Mexico 66 - glacier grey/white,Onitsuka Tiger,Glacier grey/white,Code 1182A078-020,,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080176/original.jpg,women,"UK 5, UK 6, UK 8, UK 4, UK 7, ",,,,,,,,,,,,,,,,,,,,
421,Japan s - white/gold,Asics,White,Code 1192A125-100,Synthetic Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2080357/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
422,Zx 2k boost w - ftwwht/silvmt/hazros,adidas Originals,Ftwwht/silvmt/hazros,Code FX7054,Closed textile upper with moulded TPU overlays,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075752/original.jpg,women,"UK 3.5, UK 4, UK 6, UK 7, UK 8, UK 5, ",,,,,,,,,,,,,,,,,,,,
423,Stan Smith - white,adidas Originals,White,Code GZ9076,Synthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048576/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
424,Superstar - cloud white / cream white,adidas Originals,Cloud white / Crewm white,Code GZ9161,Leather Upper with Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048583/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
425,Zx 2k boost w - core black/core black/ftwr white,adidas Originals,Core black/core black/ftwr white,Code FY4751,Mesh upper with TPU weldings & Rubber Sole,R1754,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048549/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
426,2630 stripe - s00grt0-901 - white,SUPERGA,White,,Canvas Upper with Rubber Sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2076395/original.jpg,women,"UK 6, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
427,Cali star intl game wn’s - puma white-puma black-lilac sashet,PUMA,puma white-puma black-lilac sashet,,Leather Upper/Rubber Sole,R1169,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071959/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
428,Future Rider Twofold sd - puma white-luminous purple,PUMA,Puma White & Luminous Purple,Code 381052 03,Nylon Upper with Suede Overlays & Rubber sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2073589/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
429,Cali soft glow wn's - puma white-eggnog-blue glow-puma team gold,PUMA,puma white-eggnog-blue glow-puma team gold,,Leather Upper/Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071769/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",,,,,,,,,,,,,,,,,,,,
430,Deva boot suede wn's - vaporous grey-aqua grey,PUMA,Vaporous grey-aqua grey,Code 37475701,,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2070702/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,Leather & Suede upper,,,,,,,,,,,,,,,,
431,Chuck 70 archive glitter ox - photon dust/egret/black - glitter shine,Converse,Photon Dust/Egret/Black - Glitter Shine,Code 569538C,Textile Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2070359/original.jpg,women,"UK 4, UK 6, UK 8, UK 3, UK 5, UK 7, ",,,,,,,,,,,,,,,,,,,,
432,Nite jogger w - true pink/silver met./collegiate purple,adidas Originals,True pink/silver met./collegiate purple,Code FX6911,Mesh & synthetic leather upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048532/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3.5, ",,,,,,,,,,,,,,,,,,,,
433,Nike waffle racer 2x - blackened blue/university gold,Nike,blackened blue/university gold,,"Textile, Synthetic Upper/Rubber Sole",R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2056547/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
434,Ua classic slip-on - (prism suede) black/true white,Vans,black/true white,,"Canvas, Suede Upper/Rubber Sole",R584,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2055150/original.jpg,women,"UK 4, UK 5, UK 7, UK 9, UK 3, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
435,Ua comfycush old skool - (mixed media) antique white/black,Vans,Antique white/black,,"Textile, Suede Upper/Rubber Sole",R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2055121/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
436,Wmns nike blazer mid '77 - light bone/dark cinder-summit white,Nike,light bone/dark cinder-summit white,,Leather Upper/Rubber Sole,R1169,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2051446/original.jpg,women,"UK 6, UK 7, UK 3, UK 4, UK 5, UK 8, ",,,,,,,,,,,,,,,,,,,,
437,Blazer mid '77,Nike,Green,,"Textile, Synthetic Upper/Rubber Sole",R1169,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2053338/original.jpg,women,"UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 3, UK 6.5, UK 8, ",,,,,,,,,,,,,,,,,,,,
438,Nike air max up - Black/cyber-sunset pulse-white,Nike,black/cyber-sunset pulse-white,,"Synthetic, Textile Upper/Rubber Sole",R1724,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2049110/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
439,Nike daybreak - pale ivory/lt zitron-bright mango,Nike,pale ivory/lt zitron-bright mango,,Nylon Upper with Suede Overlays & Rubber sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2048411/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
440,Cl lthr - alabaster/maroon/chalk,Reebok,alabaster/maroon/chalk,,Leather Upper/Rubber Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2046351/original.jpg,women,"UK 4, UK 3, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
441,Blazer low - bq0033-100 - white & black,Nike,Black & White,Code bq0033-100,Leather Upper with Rubber sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2042790/original.jpg,women,"UK 2.5, UK 3, UK 3.5, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 7.5, UK 8, ",,,,,,,,,,,,,,,,,,,,
442,Anta base  - white,ANTA,White,,Synthetic Upper,R421,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2035973/original.jpg,women,"UK 3.5, UK 4.5, UK 3, UK 4, UK 5, UK 5.5, UK 6, ",,,,,,,,,,,,,,,,,,,,
443,Anta runner - white,ANTA,White,,Synthetic Upper,R389,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2036004/original.jpg,women,"UK 4.5, UK 5, UK 5.5, UK 3, UK 3.5, UK 4, UK 6, ",,,,,,,,,,,,,,,,,,,,
444,Anta sportstyle - white,ANTA,White,,Textile Upper,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2036394/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, ",,,,,,,,,,,,,,,,,,,,
445,Anta sportstyle - black,ANTA,Black,,Mesh Upper,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2036071/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, ",,,,,,,,,,,,,,,,,,,,
446,Anta flex running - white & silver,ANTA,Silver & White,,Synthetic Upper,R454,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2036011/original.jpg,women,"UK 3.5, UK 4, UK 4.5, UK 5, UK 5.5, UK 3, UK 6, ",,,,,,,,,,,,,,,,,,,,
447,Court Vintage premium  - black/white-total orange,Nike,Black & White Total Orange,Code cw1067-002,Leather Upper with Rubber sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2023881/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 3.5, UK 4.5, UK 5.5, UK 6.5, ",,,,,,,,,,,,,,,,,,,,
448,S-astico low cut w sneakers - black,Diesel,Black,Code y02366-p1992-t8013,Canvas Upper with Rubber Sole,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2024794/original.jpg,women,"UK 3.5, UK 2.5, UK 4.5, UK 5, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
449,Blazer low leather - white,Nike,White,Code av9370-111,Leather Upper with Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2023772/original.jpg,women,"UK 2.5, UK 3, UK 3.5, UK 4.5, UK 5, UK 5.5, UK 6, UK 7, UK 7.5, ",,,,,,,,,,,,,,,,,,,,
450,Mexico 66 - beet juice/beet juice,Onitsuka Tiger,Beet juice/beet juice,Code 1183a945-600,Leather Upper with Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2012951/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,,,,
451,Mile rider queen - natural vachetta-puma silver,PUMA Select,natural vachetta-puma silver,,,R1494,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2013416/original.jpg,women,"UK 4, UK 6, UK 7, UK 8, UK 3, UK 5, ",,,,,,,,,,,,,,,,,,,,
452,Mexico 66 - white/pure silver,Onitsuka Tiger,White/pure silver,Code 1183a945-100,Leather Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2012940/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
453,2sd 1630 - white,2STAR,Print/Multi,,Leather Upper,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2008376/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
454,2sd 1801 - white & red,2STAR,White & Red,,Synthetic Upper,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2008200/original.jpg,women,"UK 3.5, UK 7, UK 4, UK 6, UK 6.5, ",,,,,,,,,,,,,,,,,,,,
455,Slice metal - grey/silver,lotto,Metallic,,"Suede, Nylon & Leather Upper",R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2007621/original.jpg,women,"UK 5, UK 3.5, UK 4.5, UK 6, ",,,,,,,,,,,,,,,,,,,,
456,2sd 1603 - navy & white,2STAR,Navy & White,,Leather Upper,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2008239/original.jpg,women,"UK 7, UK 3.5, UK 4, UK 5, UK 6, UK 6.5, ",,,,,,,,,,,,,,,,,,,,
457,2sd 1823 - white & black,2STAR,Print/Multi,,Leather Upper,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2008316/original.jpg,women,"UK 7, UK 3.5, UK 4, UK 5, UK 6, UK 6.5, ",,,,,,,,,,,,,,,,,,,,
458,Lqdcell shatter xt geo pearl wns - puma black,PUMA,Puma Black,Code 19372502,Textile Upper with Rubber Sole,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2004614/original.jpg,women,"UK 3, UK 8, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
459,Nike daybreak  - wheat/black-phantom-scream green,Nike,"Wheat, Black, Phantom & Scream Green",Code ck2351-700,Nylon Upper with Suede Overlays & Rubber sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2004700/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
460,Kyron bonfires wn's - puma black & salmon rose,PUMA Select,Puma Black & Salmon Rose,Code 37391602,Ripstop Upper with Nubuck Overlays & Rubber Sole,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1996057/original.jpg,women,"UK 7, UK 8, UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
461,Lqdcell shatter xt geo pearl wns - peachskin,PUMA,Peachskin,Code 19372501,Textile Upper with Rubber Sole,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1995905/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
462,Shape ni - (og) black & true white,Vans,Black & White,Code VN0A4UVLNQK1,Suede Upper with Waffle Sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1995635/original.jpg,women,"UK 6, UK 7, UK 8, UK 9, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
463,SB Charge suede  - beyond pink / white-beyond pink,Nike,Beyond pink/white-beyond pink,Code CQ2470-602,Suede Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1993839/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
464,SB Charge canvas  - pink glaze/metallic silver-pink glaze,Nike,Pink glaze/metallic silver-pink glaze,Code CN5269-602,Canvas Upper with Rubber Sole,R584,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2231276/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
465,Super Comfycush SK8-Hi Skool - (mixed media) multi/antique,Vans,Multi/Antique,Code VN0A4UVM26I1,Synthetic Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1990528/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
466,Deva boot wn's - peachskin & marshmallow,PUMA,Peachskin & Marshmallow,Code 37409902,Leather Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1990801/original.jpg,women,"UK 6, UK 7, UK 8, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
467,S-clever so w  sneakers - y02383-p3416-t3152- yellow,Diesel,Yellow,Code Y02383-P3416-T3152,Cow leather Upper with Rubber sole,R3899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1990084/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
468,Club c double - true grey / instinct red / vector navy,Reebok,True Grey / Instinct Red / Vector Navy,Code FV7931,Mesh & synthetic nubuck with Rubber Sole,R719,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1980865/original.jpg,women,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,,,,
469,Super ComfyCUSH SK8-Hi Skool - mixed media,Vans,Print/Multi,Code vn0a4uvm26h1,Canvas Upper with TPU Overlays,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1979578/original.jpg,women,"UK 4, UK 5, UK 6, UK 8, UK 9, UK 7, ",,,,,,,,,,,,,,,,,,,,
470,Mexico 66 - white & tiger yellow,Onitsuka Tiger,Print/Multi,Code 1182A104-101,Leather Upper with Rubber sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1959302/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
471,Adidas sleek w - trace pink f17/crystal white/core black,adidas Originals,Trace pink f17/crystal white/core black,Code Fv0512,Fuax leather Upper with Rubber sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1971647/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
472,Rovulc 50 years denim mid womens sneaker - black,G-Star RAW,Black,Code D18035-8936-990,Woven Canvas Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1972120/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
473,Kyron wild beasts - Puma white-glacier gray,PUMA,Print/Multi,Code 37304102,Mesh Upper,R1019,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1969675/original.jpg,women,"UK 4, UK 5, UK 7, UK 3, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
474,2871 Club 's' hi top - pink,SUPERGA,Pink,Code S51226W-A2G,Leather Upper with Rubber Sole,R1139,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1969573/original.jpg,women,"UK 6.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
475,Sk8-low - (leather) black,Vans,Black,Code VN0A4UUKL3A1,Leather Upper with Gum Sole,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1966064/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
